group,line,priority,Investigator,NASA.Log,obsorturl,rflurl,rflhdr,Site.Name,pixel.size..m.,solar.azimuth,solar.elevation,start_time,line_id
2017-07-13_1,ang20170713t005409,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t005409.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t005409rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t005409rfl.hdr,AVng_344A-344Z_FL184,5,214.51,46.28,2017/07/13 00:54:09+00,2430
2017-07-13_1,ang20170713t011317,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t011317.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t011317rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t011317rfl.hdr,AVng_343A-343Z_FL179,5.1,220.23,47.42,2017/07/13 01:13:17+00,2431
2017-07-13_1,ang20170713t011945,1,Charles Miller,,https://popo.jpl.nasa.gov/avng/y17/ang20170713t011945.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t011945rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t011945rfl.hdr,Serendipitous Line (N64.89 W166.00),4.8,222.27,48.07,2017/07/13 01:19:45+00,2432
2017-07-13_2,ang20170713t012435,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t012435.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t012435rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t012435rfl.hdr,AVng_345A-345Z_FL177,5.2,224.5,48.78,2017/07/13 01:24:35+00,2433
2017-07-13_3,ang20170713t013826,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t013826.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t013826rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t013826rfl.hdr,AVng_346A-346Z_FL179,5.2,228.82,50.2,2017/07/13 01:38:26+00,2434
2017-07-13_4,ang20170713t015120,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t015120.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t015120rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t015120rfl.hdr,AVng_347A-347Z_FL176,5,233.72,51.18,2017/07/13 01:51:20+00,2435
2017-07-13_4,ang20170713t015932,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t015932.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t015932rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t015932rfl.hdr,AVng_342A-342Z_FL180,5.2,235.95,51.87,2017/07/13 01:59:32+00,2436
2017-07-13_4,ang20170713t021219,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t021219.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t021219rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t021219rfl.hdr,AVng_347A-347Z_FL176,5,239.46,53.05,2017/07/13 02:12:19+00,2437
2017-07-13_4,ang20170713t021704,1,Charles Miller,,https://popo.jpl.nasa.gov/avng/y17/ang20170713t021704.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t021704rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t021704rfl.hdr,Serendipitous Line,4.9,240.56,53.6,2017/07/13 02:17:04+00,2438
2017-07-13_5,ang20170713t022519,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t022519.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t022519rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t022519rfl.hdr,AVng_351A-351D_FL184,4.9,244.08,55.13,2017/07/13 02:25:19+00,2439
2017-07-13_6,ang20170713t024534,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t024534.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t024534rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t024534rfl.hdr,AVng_351D-351Z_FL181,5,250.95,57.77,2017/07/13 02:45:34+00,2440
2017-07-13_7,ang20170713t030114,1,Charles Miller,,https://popo.jpl.nasa.gov/avng/y17/ang20170713t030114.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t030114rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t030114rfl.hdr,Serendipitous Line (N65.57 W159.01),4.9,256.74,60.1,2017/07/13 03:01:14+00,2441
2017-07-13_8,ang20170713t190553,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t190553.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t190553rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t190553rfl.hdr,AVng_383B-383Z_FL187,4.8,125.83,54.58,2017/07/13 19:05:53+00,2442
2017-07-13_9,ang20170713t192145,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t192145.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t192145rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t192145rfl.hdr,Avng_383A-383B_FL179,5.1,129.73,53.9,2017/07/13 19:21:45+00,2443
2017-07-13_9,ang20170713t193807,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t193807.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t193807rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t193807rfl.hdr,AVng_381A-381Z_FL179,5.1,134.44,52.8,2017/07/13 19:38:07+00,2444
2017-07-13_9,ang20170713t195536,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t195536.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t195536rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t195536rfl.hdr,AVng_382A-382B_FL179,5.1,139.29,51.83,2017/07/13 19:55:36+00,2445
2017-07-13_8,ang20170713t201001,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t201001.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t201001rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t201001rfl.hdr,AVng_382B-382Z_FL185,5.1,143.92,50.59,2017/07/13 20:10:01+00,2446
2017-07-13_10,ang20170713t202702,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170713t202702.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t202702rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t202702rfl.hdr,AVng_372A-372Z_FL203,4.3,149.98,49.17,2017/07/13 20:27:02+00,2447
2017-07-13_11,ang20170713t204737,1,Charles Miller,17M039e,https://popo.jpl.nasa.gov/avng/y17/ang20170713t204737.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t204737rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t204737rfl.hdr,AB_B13_L001_FL180_BigSkyLake,5.1,157.47,49.12,2017/07/13 20:47:37+00,2448
2017-07-13_12,ang20170713t210131,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170713t210131.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t210131rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t210131rfl.hdr,AB_B02_L008_FL175_DeadhorseEner,5.2,162.2,49.41,2017/07/13 21:01:31+00,2449
2017-07-13_12,ang20170713t211515,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170713t211515.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t211515rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t211515rfl.hdr,AB_B02_L007_FL175_DeadhorseEner,5.2,166.39,49.1,2017/07/13 21:15:15+00,2450
2017-07-13_12,ang20170713t212839,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170713t212839.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t212839rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t212839rfl.hdr,AB_B02_L005_FL175_DeadhorseEner,5.2,170.46,48.85,2017/07/13 21:28:39+00,2451
2017-07-13_13,ang20170713t214235,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170713t214235.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t214235rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t214235rfl.hdr,AB_B04_L002_FL175_DeadhorseEner,5.2,173.23,48.91,2017/07/13 21:42:35+00,2452
2017-07-13_13,ang20170713t215054,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170713t215054.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t215054rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170713t215054rfl.hdr,AB_B04_L001_FL175_DeadhorseEner,5.2,175.78,48.82,2017/07/13 21:50:54+00,2453
2017-07-14_1,ang20170714t000338,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170714t000338.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t000338rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t000338rfl.hdr,AB_B03_L008_FL176_DeadhorseEner,2.9,216.04,51.83,2017/07/14 00:03:38+00,2454
2017-07-14_1,ang20170714t001457,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170714t001457.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t001457rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t001457rfl.hdr,AB_B03_L007_FL176_DeadhorseEner,2.9,219.29,52.38,2017/07/14 00:14:57+00,2455
2017-07-14_1,ang20170714t002620,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170714t002620.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t002620rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t002620rfl.hdr,AB_B03_L006_FL176_DeadhorseEner,2.9,222.54,52.99,2017/07/14 00:26:20+00,2456
2017-07-14_1,ang20170714t003820,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170714t003820.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t003820rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t003820rfl.hdr,AB_B03_L005_FL176_DeadhorseEner,2.9,225.92,53.68,2017/07/14 00:38:20+00,2457
2017-07-14_1,ang20170714t004926,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170714t004926.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t004926rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t004926rfl.hdr,AB_B03_L004_FL176_DeadhorseEner,2.9,229,54.35,2017/07/14 00:49:26+00,2458
2017-07-14_1,ang20170714t010055,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170714t010055.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t010055rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t010055rfl.hdr,AB_B03_L003_FL176_DeadhorseEner,2.9,232.17,55.09,2017/07/14 01:00:55+00,2459
2017-07-14_1,ang20170714t011326,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170714t011326.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t011326rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t011326rfl.hdr,AB_B03_L002_FL176_DeadhorseEner,2.9,235.54,55.92,2017/07/14 01:13:26+00,2460
2017-07-14_1,ang20170714t012440,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170714t012440.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t012440rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t012440rfl.hdr,AB_B03_L001_FL176_DeadhorseEner,2.9,238.54,56.71,2017/07/14 01:24:40+00,2461
2017-07-14_3,ang20170714t184714,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170714t184714.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t184714rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t184714rfl.hdr,AVng_354A-354Z_FL175,5.2,108.31,58.96,2017/07/14 18:47:14+00,2463
2017-07-14_4,ang20170714t191123,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170714t191123.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t191123rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t191123rfl.hdr,AVng_365A-365Z_FL179,5.1,114.52,57.48,2017/07/14 19:11:23+00,2464
2017-07-14_5,ang20170714t192043,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170714t192043.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t192043rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t192043rfl.hdr,AVng_366A-366Z_FL181,5.1,117.87,56.35,2017/07/14 19:20:43+00,2465
2017-07-14_5,ang20170714t192619,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170714t192619.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t192619rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t192619rfl.hdr,AVng_367A-367Z_FL183,5.1,119.93,55.7,2017/07/14 19:26:19+00,2466
2017-07-14_5,ang20170714t193527,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170714t193527.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t193527rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t193527rfl.hdr,AVng_356A-356Z_FL184,5,122.28,54.96,2017/07/14 19:35:27+00,2467
2017-07-14_4,ang20170714t194611,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170714t194611.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t194611rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t194611rfl.hdr,AVng_355A-355Z_FL180,5.1,123.79,54.63,2017/07/14 19:46:11+00,2468
2017-07-14_6,ang20170714t201641,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170714t201641.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t201641rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t201641rfl.hdr,AVng_368A-368Z_FL182,5,134.89,51.78,2017/07/14 20:16:41+00,2470
2017-07-14_7,ang20170714t205712,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170714t205712.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t205712rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t205712rfl.hdr,AVng_393A-393Z_FL175,5.2,150,51.31,2017/07/14 20:57:12+00,2471
2017-07-14_8,ang20170714t211031,1,Charles Miller,17M039e,https://popo.jpl.nasa.gov/avng/y17/ang20170714t211031.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t211031rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t211031rfl.hdr,AB_B11_L001_FL175_SukokLake,5.2,154.93,50.97,2017/07/14 21:10:31+00,2472
2017-07-14_8,ang20170714t211620,1,Charles Miller,17M039e,https://popo.jpl.nasa.gov/avng/y17/ang20170714t211620.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t211620rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t211620rfl.hdr,AB_B11_L002_FL175_SukokLake,5.2,156.74,50.77,2017/07/14 21:16:20+00,2473
2017-07-14_8,ang20170714t212331,1,Charles Miller,17M039e,https://popo.jpl.nasa.gov/avng/y17/ang20170714t212331.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t212331rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t212331rfl.hdr,AB_B10_L002_FL175_PipelineLake,5.2,159.06,50.67,2017/07/14 21:23:31+00,2474
2017-07-14_8,ang20170714t212855,1,Charles Miller,17M039e,https://popo.jpl.nasa.gov/avng/y17/ang20170714t212855.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t212855rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t212855rfl.hdr,AB_B10_L001_FL175_PipelineLake (and AB_B10_L003_FL175_PipelineLake),5.2,160.6,50.54,2017/07/14 21:28:55+00,2475
2017-07-14_8,ang20170714t213741,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170714t213741.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t213741rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t213741rfl.hdr,AB_B01_L003_FL175_Barrow,5.2,163.51,50.37,2017/07/14 21:37:41+00,2476
2017-07-14_8,ang20170714t214452,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170714t214452.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t214452rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t214452rfl.hdr,AB_B01_L004_FL175_Barrow,5.2,165.75,50.23,2017/07/14 21:44:52+00,2477
2017-07-14_9,ang20170714t232619,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170714t232619.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t232619rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t232619rfl.hdr,AVng_392A-392Z_FL175,5.2,197.69,49.97,2017/07/14 23:26:19+00,2478
2017-07-14_8,ang20170714t234307,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170714t234307.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t234307rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t234307rfl.hdr,AB_B01_L001_FL175_Barrow,5.2,201.35,50.77,2017/07/14 23:43:07+00,2479
2017-07-14_8,ang20170714t235124,1,Charles Miller,17M039d,https://popo.jpl.nasa.gov/avng/y17/ang20170714t235124.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t235124rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170714t235124rfl.hdr,AB_B01_L002_FL175_Barrow,5.2,203.88,51.05,2017/07/14 23:51:24+00,2480
2017-07-15_1,ang20170715t000804,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170715t000804.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t000804rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t000804rfl.hdr,AVng_384A-384Z_FL175,5.2,208.22,50.75,2017/07/15 00:08:04+00,2481
2017-07-15_2,ang20170715t001841,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170715t001841.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t001841rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t001841rfl.hdr,AVng_391A-391Z_FL177,5.2,212,50.86,2017/07/15 00:18:41+00,2482
2017-07-15_3,ang20170715t005002,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170715t005002.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t005002rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t005002rfl.hdr,AVng_389A-389Z_FL176,5.2,225.39,53.44,2017/07/15 00:50:02+00,2483
2017-07-15_4,ang20170715t010040,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170715t010040.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t010040rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t010040rfl.hdr,AVng_388A-388Z_FL175,5.2,229.31,54.59,2017/07/15 01:00:40+00,2484
2017-07-15_5,ang20170715t011416,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170715t011416.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t011416rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t011416rfl.hdr,AVng_387A-387Z_FL175,5.2,230.71,55.33,2017/07/15 01:14:16+00,2485
2017-07-15_6,ang20170715t184225,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170715t184225.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t184225rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t184225rfl.hdr,AVng_338A-338Z_FL178,5.1,119.34,54.87,2017/07/15 18:42:25+00,2486
2017-07-15_7,ang20170715t195741,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170715t195741.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t195741rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t195741rfl.hdr,"Parallel of AVng_336A-336Z_FL185, but to the south",4.8,140.15,48.51,2017/07/15 19:57:41+00,2487
2017-07-15_8,ang20170715t201019,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170715t201019.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t201019rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170715t201019rfl.hdr,AVng_337A-337Z_FL191,4.7,144.9,47.28,2017/07/15 20:10:19+00,2488
2017-07-18_1,ang20170718t183636,1,Charles Miller,17M039b,https://popo.jpl.nasa.gov/avng/y17/ang20170718t183636.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t183636rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t183636rfl.hdr,AVng_246A-246Z_FL193,4.6,115.47,55.17,2017/07/18 18:36:36+00,2489
2017-07-18_2,ang20170718t184240,1,Charles Miller,17M039b,https://popo.jpl.nasa.gov/avng/y17/ang20170718t184240.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t184240rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t184240rfl.hdr,AVng_245A-245Z_FL185,5,115.86,55.03,2017/07/18 18:42:40+00,2490
2017-07-18_2,ang20170718t185828,1,Charles Miller,17M039b,https://popo.jpl.nasa.gov/avng/y17/ang20170718t185828.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t185828rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t185828rfl.hdr,AVng_244A-244Z_FL181,5,120.14,53.57,2017/07/18 18:58:28+00,2491
2017-07-18_1,ang20170718t191510,1,Charles Miller,17M039b,https://popo.jpl.nasa.gov/avng/y17/ang20170718t191510.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t191510rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t191510rfl.hdr,AVng_246A-246Z_FL193,4.6,125.74,51.51,2017/07/18 19:15:10+00,2492
2017-07-18_3,ang20170718t192901,1,Charles Miller,,https://popo.jpl.nasa.gov/avng/y17/ang20170718t192901.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t192901rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t192901rfl.hdr,Bonus Line,5,131.76,50.25,2017/07/18 19:29:01+00,2493
2017-07-18_4,ang20170718t194855,1,Charles Miller,17M039b,https://popo.jpl.nasa.gov/avng/y17/ang20170718t194855.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t194855rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t194855rfl.hdr,AVng_254A-254Z_FL183,5,138.79,48.81,2017/07/18 19:48:55+00,2494
2017-07-18_5,ang20170718t201541,1,Charles Miller,17M039b,https://popo.jpl.nasa.gov/avng/y17/ang20170718t201541.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t201541rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t201541rfl.hdr,AVng_256A-256Z_FL191,4.9,148.83,45.76,2017/07/18 20:15:41+00,2495
2017-07-18_6,ang20170718t202618,1,Charles Miller,,https://popo.jpl.nasa.gov/avng/y17/ang20170718t202618.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t202618rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t202618rfl.hdr,Bonus Line,4.9,151.42,45.74,2017/07/18 20:26:18+00,2496
2017-07-18_4,ang20170718t204955,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170718t204955.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t204955rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t204955rfl.hdr,AVng_337A-337Z_FL191,4.7,157.42,45.8,2017/07/18 20:49:55+00,2497
2017-07-18_7,ang20170718t205714,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170718t205714.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t205714rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t205714rfl.hdr,AVng_336A-336Z_FL185,4.9,158.73,45.94,2017/07/18 20:57:14+00,2498
2017-07-18_8,ang20170718t210900,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170718t210900.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t210900rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t210900rfl.hdr,AVng_337A-337Z_FL191,4.7,163.6,45.14,2017/07/18 21:09:00+00,2499
2017-07-18_4,ang20170718t211455,1,Charles Miller,17M039e,https://popo.jpl.nasa.gov/avng/y17/ang20170718t211455.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t211455rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t211455rfl.hdr,Macander2,4.7,166.47,44.71,2017/07/18 21:14:55+00,2500
2017-07-18_4,ang20170718t212342,1,Charles Miller,17M039e,https://popo.jpl.nasa.gov/avng/y17/ang20170718t212342.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t212342rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t212342rfl.hdr,Macander1,4.8,168.14,44.48,2017/07/18 21:23:42+00,2501
2017-07-18_3,ang20170718t213400,1,Charles Miller,17M039e,https://popo.jpl.nasa.gov/avng/y17/ang20170718t213400.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t213400rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170718t213400rfl.hdr,"Outside of Whitehorse, Canada",5.1,171.4,44.04,2017/07/18 21:34:00+00,2502
2017-07-19_1,ang20170719t184234,1,Charles Miller,17M039c,https://popo.jpl.nasa.gov/avng/y17/ang20170719t184234.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170719t184234rfl.tar.gz,https://popo.jpl.nasa.gov/avng/y17/ang20170719t184234rfl.hdr,AVng_325A-325D_FL183,5.1,127.02,53.9,2017/07/19 18:42:34+00,2503
