jplgroup,Lines,url,rfl,rflhdr
2017_07_20_c06,ang20170720t225802,https://avng.jpl.nasa.gov/avng/y17_data/ang20170720t225802.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170720t225802_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170720t225802_rfl.hdr
2017_07_31_c00,ang20170731t182844,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t182844.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t182844_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t182844_rfl.hdr
2017_07_31_c00,ang20170731t184838,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t184838.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t184838_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t184838_rfl.hdr
2017_07_31_c00,ang20170731t190537,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t190537.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t190537_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t190537_rfl.hdr
2017_07_31_c00,ang20170731t192533,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t192533.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t192533_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t192533_rfl.hdr
2017_07_31_c00,ang20170731t194243,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t194243.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t194243_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t194243_rfl.hdr
2017_07_31_c00,ang20170731t200318,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t200318.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t200318_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t200318_rfl.hdr
2017_07_31_c00,ang20170731t202001,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t202001.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t202001_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t202001_rfl.hdr
2017_07_31_c00,ang20170731t204006,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t204006.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t204006_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t204006_rfl.hdr
2017_07_31_c00,ang20170731t205721,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t205721.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t205721_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t205721_rfl.hdr
2017_07_31_c00,ang20170731t211531,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t211531.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t211531_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t211531_rfl.hdr
2017_07_31_c00,ang20170731t213222,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t213222.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t213222_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t213222_rfl.hdr
2017_07_31_c00,ang20170731t215130,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t215130.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t215130_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t215130_rfl.hdr
2017_07_31_c00,ang20170731t220844,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t220844.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t220844_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t220844_rfl.hdr
2017_07_31_c00,ang20170731t222832,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t222832.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t222832_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t222832_rfl.hdr
2017_07_31_c00,ang20170731t224547,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t224547.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t224547_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t224547_rfl.hdr
2017_07_31_c00,ang20170731t230532,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t230532.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t230532_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t230532_rfl.hdr
2017_07_31_c00,ang20170731t232210,https://avng.jpl.nasa.gov/avng/y17_data/ang20170731t232210.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t232210_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170731t232210_rfl.hdr
2017_08_01_c00,ang20170801t165521,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t165521.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t165521_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t165521_rfl.hdr
2017_08_01_c00,ang20170801t171947,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t171947.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t171947_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t171947_rfl.hdr
2017_08_01_c00,ang20170801t173627,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t173627.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t173627_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t173627_rfl.hdr
2017_08_01_c00,ang20170801t175553,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t175553.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t175553_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t175553_rfl.hdr
2017_08_01_c00,ang20170801t181231,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t181231.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t181231_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t181231_rfl.hdr
2017_08_01_c00,ang20170801t182708,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t182708.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t182708_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t182708_rfl.hdr
2017_08_01_c00,ang20170801t184032,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t184032.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t184032_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t184032_rfl.hdr
2017_08_01_c00,ang20170801t185524,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t185524.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t185524_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t185524_rfl.hdr
2017_08_01_c00,ang20170801t190807,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t190807.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t190807_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t190807_rfl.hdr
2017_08_01_c00,ang20170801t212224,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t212224.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t212224_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t212224_rfl.hdr
2017_08_01_c00,ang20170801t214234,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t214234.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t214234_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t214234_rfl.hdr
2017_08_01_c00,ang20170801t215838,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t215838.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t215838_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t215838_rfl.hdr
2017_08_01_c00,ang20170801t221830,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t221830.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t221830_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t221830_rfl.hdr
2017_08_01_c00,ang20170801t223454,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t223454.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t223454_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t223454_rfl.hdr
2017_08_01_c00,ang20170801t225548,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t225548.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t225548_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t225548_rfl.hdr
2017_08_01_c00,ang20170801t230401,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t230401.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t230401_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t230401_rfl.hdr
2017_08_01_c00,ang20170801t231500,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t231500.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t231500_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t231500_rfl.hdr
2017_08_01_c00,ang20170801t232314,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t232314.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t232314_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t232314_rfl.hdr
2017_08_01_c00,ang20170801t234341,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t234341.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t234341_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t234341_rfl.hdr
2017_08_01_c00,ang20170801t235218,https://avng.jpl.nasa.gov/avng/y17_data/ang20170801t235218.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t235218_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170801t235218_rfl.hdr
2017_08_02_c00,ang20170802t000338,https://avng.jpl.nasa.gov/avng/y17_data/ang20170802t000338.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170802t000338_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170802t000338_rfl.hdr
2017_08_02_c00,ang20170802t001445,https://avng.jpl.nasa.gov/avng/y17_data/ang20170802t001445.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170802t001445_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170802t001445_rfl.hdr
2017_08_02_c01,ang20170802t195027,https://avng.jpl.nasa.gov/avng/y17_data/ang20170802t195027.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170802t195027_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170802t195027_rfl.hdr
2017_08_02_c01,ang20170802t200959,https://avng.jpl.nasa.gov/avng/y17_data/ang20170802t200959.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170802t200959_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170802t200959_rfl.hdr
2017_08_03_c00,ang20170803t210543,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t210543.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t210543_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t210543_rfl.hdr
2017_08_03_c00,ang20170803t211654,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t211654.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t211654_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t211654_rfl.hdr
2017_08_03_c00,ang20170803t212759,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t212759.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t212759_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t212759_rfl.hdr
2017_08_03_c00,ang20170803t213935,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t213935.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t213935_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t213935_rfl.hdr
2017_08_03_c00,ang20170803t215056,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t215056.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t215056_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t215056_rfl.hdr
2017_08_03_c00,ang20170803t220226,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t220226.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t220226_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t220226_rfl.hdr
2017_08_03_c00,ang20170803t221356,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t221356.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t221356_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t221356_rfl.hdr
2017_08_03_c00,ang20170803t222557,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t222557.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t222557_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t222557_rfl.hdr
2017_08_03_c00,ang20170803t224142,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t224142.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t224142_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t224142_rfl.hdr
2017_08_03_c00,ang20170803t225710,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t225710.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t225710_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t225710_rfl.hdr
2017_08_03_c00,ang20170803t231230,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t231230.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t231230_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t231230_rfl.hdr
2017_08_03_c00,ang20170803t232827,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t232827.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t232827_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t232827_rfl.hdr
2017_08_03_c00,ang20170803t234338,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t234338.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t234338_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t234338_rfl.hdr
2017_08_03_c00,ang20170803t235853,https://avng.jpl.nasa.gov/avng/y17_data/ang20170803t235853.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t235853_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170803t235853_rfl.hdr
2017_08_04_c00,ang20170804t001452,https://avng.jpl.nasa.gov/avng/y17_data/ang20170804t001452.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t001452_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t001452_rfl.hdr
2017_08_04_c00,ang20170804t003909,https://avng.jpl.nasa.gov/avng/y17_data/ang20170804t003909.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t003909_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t003909_rfl.hdr
2017_08_04_c00,ang20170804t004334,https://avng.jpl.nasa.gov/avng/y17_data/ang20170804t004334.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t004334_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t004334_rfl.hdr
2017_08_04_c01,ang20170804t182248,https://avng.jpl.nasa.gov/avng/y17_data/ang20170804t182248.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t182248_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t182248_rfl.hdr
2017_08_04_c01,ang20170804t183714,https://avng.jpl.nasa.gov/avng/y17_data/ang20170804t183714.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t183714_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t183714_rfl.hdr
2017_08_04_c01,ang20170804t185425,https://avng.jpl.nasa.gov/avng/y17_data/ang20170804t185425.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t185425_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t185425_rfl.hdr
2017_08_04_c01,ang20170804t191538,https://avng.jpl.nasa.gov/avng/y17_data/ang20170804t191538.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t191538_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t191538_rfl.hdr
2017_08_04_c01,ang20170804t192925,https://avng.jpl.nasa.gov/avng/y17_data/ang20170804t192925.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t192925_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t192925_rfl.hdr
2017_08_04_c01,ang20170804t193657,https://avng.jpl.nasa.gov/avng/y17_data/ang20170804t193657.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t193657_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170804t193657_rfl.hdr
2017_08_06_c00,ang20170806t180940,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t180940.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t180940_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t180940_rfl.hdr
2017_08_06_c00,ang20170806t195853,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t195853.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t195853_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t195853_rfl.hdr
2017_08_06_c00,ang20170806t201637,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t201637.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t201637_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t201637_rfl.hdr
2017_08_06_c00,ang20170806t203025,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t203025.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t203025_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t203025_rfl.hdr
2017_08_06_c00,ang20170806t204435,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t204435.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t204435_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t204435_rfl.hdr
2017_08_06_c01,ang20170806t183317,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t183317.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t183317_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t183317_rfl.hdr
2017_08_06_c01,ang20170806t184729,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t184729.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t184729_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t184729_rfl.hdr
2017_08_06_c01,ang20170806t185349,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t185349.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t185349_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t185349_rfl.hdr
2017_08_06_c01,ang20170806t185959,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t185959.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t185959_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t185959_rfl.hdr
2017_08_06_c01,ang20170806t191736,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t191736.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t191736_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t191736_rfl.hdr
2017_08_06_c01,ang20170806t192430,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t192430.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t192430_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t192430_rfl.hdr
2017_08_06_c01,ang20170806t193124,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t193124.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t193124_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t193124_rfl.hdr
2017_08_06_c01,ang20170806t193812,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t193812.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t193812_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t193812_rfl.hdr
2017_08_06_c01,ang20170806t194557,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t194557.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t194557_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t194557_rfl.hdr
2017_08_06_c02,ang20170806t205700,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t205700.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t205700_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t205700_rfl.hdr
2017_08_06_c03,ang20170806t211313,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t211313.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t211313_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t211313_rfl.hdr
2017_08_06_c04,ang20170806t213033,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t213033.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t213033_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t213033_rfl.hdr
2017_08_06_c05,ang20170806t215046,https://avng.jpl.nasa.gov/avng/y17_data/ang20170806t215046.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t215046_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170806t215046_rfl.hdr
2017_08_07_c00,ang20170807t191507,https://avng.jpl.nasa.gov/avng/y17_data/ang20170807t191507.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t191507_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t191507_rfl.hdr
2017_08_07_c00,ang20170807t193113,https://avng.jpl.nasa.gov/avng/y17_data/ang20170807t193113.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t193113_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t193113_rfl.hdr
2017_08_07_c00,ang20170807t223025,https://avng.jpl.nasa.gov/avng/y17_data/ang20170807t223025.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t223025_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t223025_rfl.hdr
2017_08_07_c00,ang20170807t223623,https://avng.jpl.nasa.gov/avng/y17_data/ang20170807t223623.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t223623_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t223623_rfl.hdr
2017_08_07_c00,ang20170807t224408,https://avng.jpl.nasa.gov/avng/y17_data/ang20170807t224408.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t224408_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t224408_rfl.hdr
2017_08_07_c00,ang20170807t225244,https://avng.jpl.nasa.gov/avng/y17_data/ang20170807t225244.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t225244_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t225244_rfl.hdr
2017_08_07_c00,ang20170807t225833,https://avng.jpl.nasa.gov/avng/y17_data/ang20170807t225833.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t225833_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t225833_rfl.hdr
2017_08_07_c00,ang20170807t231554,https://avng.jpl.nasa.gov/avng/y17_data/ang20170807t231554.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t231554_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t231554_rfl.hdr
2017_08_07_c00,ang20170807t232724,https://avng.jpl.nasa.gov/avng/y17_data/ang20170807t232724.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t232724_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t232724_rfl.hdr
2017_08_07_c00,ang20170807t234511,https://avng.jpl.nasa.gov/avng/y17_data/ang20170807t234511.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t234511_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t234511_rfl.hdr
2017_08_07_c01,ang20170807t194522,https://avng.jpl.nasa.gov/avng/y17_data/ang20170807t194522.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t194522_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20170807t194522_rfl.hdr
