jplgroup,Lines,url,rfl,rflhdr
2018_07_21_c03,ang20180721t212319,https://avng.jpl.nasa.gov/avng/y18_data/ang20180721t212319.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t212319_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t212319_rfl.hdr
2018_07_21_c03,ang20180721t213123,https://avng.jpl.nasa.gov/avng/y18_data/ang20180721t213123.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t213123_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t213123_rfl.hdr
2018_07_21_c03,ang20180721t213924,https://avng.jpl.nasa.gov/avng/y18_data/ang20180721t213924.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t213924_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t213924_rfl.hdr
2018_07_21_c03,ang20180721t214721,https://avng.jpl.nasa.gov/avng/y18_data/ang20180721t214721.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t214721_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t214721_rfl.hdr
2018_07_21_c03,ang20180721t220102,https://avng.jpl.nasa.gov/avng/y18_data/ang20180721t220102.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t220102_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t220102_rfl.hdr
2018_07_21_c03,ang20180721t220552,https://avng.jpl.nasa.gov/avng/y18_data/ang20180721t220552.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t220552_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t220552_rfl.hdr
2018_07_21_c03,ang20180721t221025,https://avng.jpl.nasa.gov/avng/y18_data/ang20180721t221025.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t221025_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t221025_rfl.hdr
2018_07_21_c03,ang20180721t221437,https://avng.jpl.nasa.gov/avng/y18_data/ang20180721t221437.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t221437_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t221437_rfl.hdr
2018_07_21_c03,ang20180721t221814,https://avng.jpl.nasa.gov/avng/y18_data/ang20180721t221814.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t221814_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t221814_rfl.hdr
2018_07_21_c04,ang20180721t223058,https://avng.jpl.nasa.gov/avng/y18_data/ang20180721t223058.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t223058_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180721t223058_rfl.hdr
2018_07_22_c00,ang20180722t180508,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t180508.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t180508_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t180508_rfl.hdr
2018_07_22_c00,ang20180722t181536,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t181536.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t181536_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t181536_rfl.hdr
2018_07_22_c00,ang20180722t182214,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t182214.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t182214_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t182214_rfl.hdr
2018_07_22_c00,ang20180722t182956,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t182956.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t182956_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t182956_rfl.hdr
2018_07_22_c01,ang20180722t185317,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t185317.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t185317_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t185317_rfl.hdr
2018_07_22_c02,ang20180722t194510,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t194510.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t194510_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t194510_rfl.hdr
2018_07_22_c02,ang20180722t200512,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t200512.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t200512_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t200512_rfl.hdr
2018_07_22_c03,ang20180722t203748,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t203748.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t203748_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t203748_rfl.hdr
2018_07_22_c03,ang20180722t204801,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t204801.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t204801_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t204801_rfl.hdr
2018_07_22_c03,ang20180722t205755,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t205755.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t205755_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t205755_rfl.hdr
2018_07_22_c03,ang20180722t210953,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t210953.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t210953_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t210953_rfl.hdr
2018_07_22_c03,ang20180722t212222,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t212222.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t212222_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t212222_rfl.hdr
2018_07_22_c03,ang20180722t214026,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t214026.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t214026_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t214026_rfl.hdr
2018_07_22_c03,ang20180722t215812,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t215812.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t215812_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t215812_rfl.hdr
2018_07_22_c03,ang20180722t221648,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t221648.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t221648_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t221648_rfl.hdr
2018_07_22_c04,ang20180722t230037,https://avng.jpl.nasa.gov/avng/y18_data/ang20180722t230037.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t230037_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180722t230037_rfl.hdr
2018_07_23_c00,ang20180723t193341,https://avng.jpl.nasa.gov/avng/y18_data/ang20180723t193341.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t193341_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t193341_rfl.hdr
2018_07_23_c00,ang20180723t193953,https://avng.jpl.nasa.gov/avng/y18_data/ang20180723t193953.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t193953_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t193953_rfl.hdr
2018_07_23_c00,ang20180723t194529,https://avng.jpl.nasa.gov/avng/y18_data/ang20180723t194529.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t194529_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t194529_rfl.hdr
2018_07_23_c00,ang20180723t195338,https://avng.jpl.nasa.gov/avng/y18_data/ang20180723t195338.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t195338_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t195338_rfl.hdr
2018_07_23_c00,ang20180723t200207,https://avng.jpl.nasa.gov/avng/y18_data/ang20180723t200207.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t200207_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t200207_rfl.hdr
2018_07_23_c00,ang20180723t201102,https://avng.jpl.nasa.gov/avng/y18_data/ang20180723t201102.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t201102_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t201102_rfl.hdr
2018_07_23_c00,ang20180723t204128,https://avng.jpl.nasa.gov/avng/y18_data/ang20180723t204128.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t204128_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t204128_rfl.hdr
2018_07_23_c00,ang20180723t204511,https://avng.jpl.nasa.gov/avng/y18_data/ang20180723t204511.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t204511_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t204511_rfl.hdr
2018_07_23_c00,ang20180723t204900,https://avng.jpl.nasa.gov/avng/y18_data/ang20180723t204900.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t204900_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t204900_rfl.hdr
2018_07_23_c00,ang20180723t205227,https://avng.jpl.nasa.gov/avng/y18_data/ang20180723t205227.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t205227_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t205227_rfl.hdr
2018_07_23_c00,ang20180723t205626,https://avng.jpl.nasa.gov/avng/y18_data/ang20180723t205626.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t205626_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t205626_rfl.hdr
2018_07_23_c01,ang20180723t202850,https://avng.jpl.nasa.gov/avng/y18_data/ang20180723t202850.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t202850_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180723t202850_rfl.hdr
2018_07_24_c00,ang20180724t183517,https://avng.jpl.nasa.gov/avng/y18_data/ang20180724t183517.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180724t183517_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180724t183517_rfl.hdr
2018_07_24_c00,ang20180724t184947,https://avng.jpl.nasa.gov/avng/y18_data/ang20180724t184947.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180724t184947_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180724t184947_rfl.hdr
2018_07_24_c00,ang20180724t190505,https://avng.jpl.nasa.gov/avng/y18_data/ang20180724t190505.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180724t190505_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180724t190505_rfl.hdr
2018_07_24_c00,ang20180724t191928,https://avng.jpl.nasa.gov/avng/y18_data/ang20180724t191928.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180724t191928_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180724t191928_rfl.hdr
2018_07_24_c00,ang20180724t193427,https://avng.jpl.nasa.gov/avng/y18_data/ang20180724t193427.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180724t193427_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180724t193427_rfl.hdr
2018_07_24_c00,ang20180724t194858,https://avng.jpl.nasa.gov/avng/y18_data/ang20180724t194858.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180724t194858_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180724t194858_rfl.hdr
2018_07_25_c00,ang20180725t000450,https://avng.jpl.nasa.gov/avng/y18_data/ang20180725t000450.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180725t000450_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180725t000450_rfl.hdr
2018_07_29_c00,ang20180729t193331,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t193331.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t193331_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t193331_rfl.hdr
2018_07_29_c01,ang20180729t195825,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t195825.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t195825_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t195825_rfl.hdr
2018_07_29_c01,ang20180729t201348,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t201348.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t201348_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t201348_rfl.hdr
2018_07_29_c01,ang20180729t202435,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t202435.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t202435_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t202435_rfl.hdr
2018_07_29_c01,ang20180729t203700,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t203700.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t203700_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t203700_rfl.hdr
2018_07_29_c01,ang20180729t204735,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t204735.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t204735_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t204735_rfl.hdr
2018_07_29_c01,ang20180729t210144,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t210144.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t210144_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t210144_rfl.hdr
2018_07_29_c01,ang20180729t211026,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t211026.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t211026_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t211026_rfl.hdr
2018_07_29_c01,ang20180729t211537,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t211537.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t211537_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t211537_rfl.hdr
2018_07_29_c01,ang20180729t212028,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t212028.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t212028_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t212028_rfl.hdr
2018_07_29_c01,ang20180729t212542,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t212542.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t212542_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t212542_rfl.hdr
2018_07_29_c01,ang20180729t213052,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t213052.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t213052_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t213052_rfl.hdr
2018_07_29_c01,ang20180729t213943,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t213943.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t213943_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t213943_rfl.hdr
2018_07_29_c01,ang20180729t215135,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t215135.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t215135_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t215135_rfl.hdr
2018_07_29_c01,ang20180729t215535,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t215535.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t215535_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t215535_rfl.hdr
2018_07_29_c02,ang20180729t220810,https://avng.jpl.nasa.gov/avng/y18_data/ang20180729t220810.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t220810_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180729t220810_rfl.hdr
2018_07_30_c00,ang20180730t014127,https://avng.jpl.nasa.gov/avng/y18_data/ang20180730t014127.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180730t014127_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180730t014127_rfl.hdr
2018_08_11_c00,ang20180811t190237,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t190237.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t190237_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t190237_rfl.hdr
2018_08_11_c01,ang20180811t191959,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t191959.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t191959_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t191959_rfl.hdr
2018_08_11_c02,ang20180811t194228,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t194228.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t194228_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t194228_rfl.hdr
2018_08_11_c03,ang20180811t201017,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t201017.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t201017_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t201017_rfl.hdr
2018_08_11_c04,ang20180811t204110,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t204110.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t204110_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t204110_rfl.hdr
2018_08_11_c04,ang20180811t205747,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t205747.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t205747_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t205747_rfl.hdr
2018_08_11_c04,ang20180811t210811,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t210811.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t210811_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t210811_rfl.hdr
2018_08_11_c04,ang20180811t211850,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t211850.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t211850_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t211850_rfl.hdr
2018_08_11_c04,ang20180811t212826,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t212826.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t212826_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t212826_rfl.hdr
2018_08_11_c04,ang20180811t214256,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t214256.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t214256_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t214256_rfl.hdr
2018_08_11_c05,ang20180811t215710,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t215710.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t215710_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t215710_rfl.hdr
2018_08_11_c06,ang20180811t221435,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t221435.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t221435_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t221435_rfl.hdr
2018_08_11_c06,ang20180811t223326,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t223326.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t223326_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t223326_rfl.hdr
2018_08_11_c06,ang20180811t224040,https://avng.jpl.nasa.gov/avng/y18_data/ang20180811t224040.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t224040_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180811t224040_rfl.hdr
2018_08_12_c00,ang20180812t221620,https://avng.jpl.nasa.gov/avng/y18_data/ang20180812t221620.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t221620_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t221620_rfl.hdr
2018_08_12_c00,ang20180812t222847,https://avng.jpl.nasa.gov/avng/y18_data/ang20180812t222847.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t222847_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t222847_rfl.hdr
2018_08_12_c00,ang20180812t223939,https://avng.jpl.nasa.gov/avng/y18_data/ang20180812t223939.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t223939_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t223939_rfl.hdr
2018_08_12_c00,ang20180812t225201,https://avng.jpl.nasa.gov/avng/y18_data/ang20180812t225201.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t225201_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t225201_rfl.hdr
2018_08_12_c00,ang20180812t230327,https://avng.jpl.nasa.gov/avng/y18_data/ang20180812t230327.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t230327_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t230327_rfl.hdr
2018_08_12_c00,ang20180812t231551,https://avng.jpl.nasa.gov/avng/y18_data/ang20180812t231551.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t231551_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t231551_rfl.hdr
2018_08_12_c00,ang20180812t232708,https://avng.jpl.nasa.gov/avng/y18_data/ang20180812t232708.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t232708_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t232708_rfl.hdr
2018_08_12_c00,ang20180812t233938,https://avng.jpl.nasa.gov/avng/y18_data/ang20180812t233938.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t233938_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t233938_rfl.hdr
2018_08_12_c00,ang20180812t235430,https://avng.jpl.nasa.gov/avng/y18_data/ang20180812t235430.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t235430_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180812t235430_rfl.hdr
2018_08_13_c00,ang20180813t000356,https://avng.jpl.nasa.gov/avng/y18_data/ang20180813t000356.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180813t000356_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180813t000356_rfl.hdr
2018_08_14_c00,ang20180814t191455,https://avng.jpl.nasa.gov/avng/y18_data/ang20180814t191455.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t191455_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t191455_rfl.hdr
2018_08_14_c00,ang20180814t192458,https://avng.jpl.nasa.gov/avng/y18_data/ang20180814t192458.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t192458_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t192458_rfl.hdr
2018_08_14_c00,ang20180814t193310,https://avng.jpl.nasa.gov/avng/y18_data/ang20180814t193310.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t193310_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t193310_rfl.hdr
2018_08_14_c00,ang20180814t194203,https://avng.jpl.nasa.gov/avng/y18_data/ang20180814t194203.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t194203_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t194203_rfl.hdr
2018_08_14_c00,ang20180814t195236,https://avng.jpl.nasa.gov/avng/y18_data/ang20180814t195236.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t195236_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t195236_rfl.hdr
2018_08_14_c01,ang20180814t224053,https://avng.jpl.nasa.gov/avng/y18_data/ang20180814t224053.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t224053_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t224053_rfl.hdr
2018_08_14_c01,ang20180814t225221,https://avng.jpl.nasa.gov/avng/y18_data/ang20180814t225221.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t225221_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t225221_rfl.hdr
2018_08_14_c02,ang20180814t234424,https://avng.jpl.nasa.gov/avng/y18_data/ang20180814t234424.tar.gz,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t234424_rfl,https://avng.jpl.nasa.gov/pub/DThompson/above_revised4/ang20180814t234424_rfl.hdr
